F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_18_212.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_18_212.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_18_212.jpg,0,1,0,4.502968
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_18_280.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_18_280.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_18_280.jpg,0,1,0,5.200749
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_18_349.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_18_349.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_18_349.jpg,0,1,0,6.124941
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_18_428.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_18_428.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_18_428.jpg,-0.05,1,0,7.041499
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_18_499.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_18_499.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_18_499.jpg,-0.2,1,0,7.715931
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_18_567.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_18_567.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_18_567.jpg,-0.4,1,0,8.588337
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_18_637.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_18_637.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_18_637.jpg,-0.5500001,1,0,9.220901
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_18_706.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_18_706.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_18_706.jpg,-0.7500002,1,0,10.03099
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_18_774.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_18_774.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_18_774.jpg,0,1,0,10.62212
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_18_843.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_18_843.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_18_843.jpg,0,1,0,11.26788
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_18_912.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_18_912.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_18_912.jpg,0,1,0,11.89622
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_18_981.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_18_981.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_18_981.jpg,0,1,0,12.78621
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_19_050.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_19_050.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_19_050.jpg,-0.15,1,0,13.66928
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_19_120.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_19_120.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_19_120.jpg,-0.3,1,0,14.22034
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_19_188.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_19_188.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_19_188.jpg,-0.5000001,1,0,14.9733
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_19_258.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_19_258.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_19_258.jpg,-0.6500001,1,0,15.61539
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_19_328.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_19_328.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_19_328.jpg,-0.8500001,1,0,16.29912
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_19_398.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_19_398.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_19_398.jpg,0,1,0,16.74459
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_19_467.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_19_467.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_19_467.jpg,0,1,0,17.4631
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_19_537.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_19_537.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_19_537.jpg,0,1,0,18.14134
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_19_605.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_19_605.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_19_605.jpg,0,1,0,18.95523
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_19_673.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_19_673.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_19_673.jpg,0,1,0,19.46067
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_19_742.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_19_742.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_19_742.jpg,0,1,0,20.16694
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_19_813.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_19_813.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_19_813.jpg,0,1,0,20.96411
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_19_881.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_19_881.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_19_881.jpg,0,1,0,21.50125
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_19_949.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_19_949.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_19_949.jpg,0,1,0,22.30737
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_20_017.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_20_017.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_20_017.jpg,0,1,0,22.92542
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_20_089.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_20_089.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_20_089.jpg,0,1,0,23.70256
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_20_156.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_20_156.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_20_156.jpg,0,1,0,24.28035
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_20_225.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_20_225.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_20_225.jpg,-0.2,1,0,25.03566
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_20_293.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_20_293.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_20_293.jpg,-0.35,1,0,25.55602
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_20_360.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_20_360.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_20_360.jpg,-0.5000001,1,0,26.02768
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_20_428.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_20_428.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_20_428.jpg,0,1,0,26.62193
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_20_496.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_20_496.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_20_496.jpg,0,1,0,27.15331
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_20_565.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_20_565.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_20_565.jpg,0,1,0,27.89153
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_20_634.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_20_634.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_20_634.jpg,0,1,0,28.44753
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_20_702.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_20_702.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_20_702.jpg,0,1,0,29.00137
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_20_770.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_20_770.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_20_770.jpg,0,1,0,29.73512
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_20_838.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_20_838.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_20_838.jpg,0,1,0,30.18778
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_20_906.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_20_906.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_20_906.jpg,0,0.7969855,0,30.14799
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_20_974.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_20_974.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_20_974.jpg,0,0.6140849,0,30.10686
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_21_041.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_21_041.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_21_041.jpg,0,0.4249623,0,30.05764
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_21_108.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_21_108.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_21_108.jpg,-0.05,0.1916043,0,29.99949
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_21_175.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_21_175.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_21_175.jpg,-0.2,0.005757544,0,29.88399
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_21_242.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_21_242.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_21_242.jpg,-0.35,0,0,29.64023
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_21_313.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_21_313.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_21_313.jpg,-0.5500001,0.2333676,0,29.33641
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_21_382.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_21_382.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_21_382.jpg,-0.7,0.2938548,0,29.20333
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_21_450.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_21_450.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_21_450.jpg,0,0.03899249,0,29.09009
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_21_521.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_21_521.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_21_521.jpg,0,0,0,28.90854
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_21_593.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_21_593.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_21_593.jpg,0,0,0,28.67225
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_21_661.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_21_661.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_21_661.jpg,-0.15,0,0,28.49582
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_21_733.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_21_733.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_21_733.jpg,0,0,0,28.25813
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_21_806.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_21_806.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_21_806.jpg,0,0,0,28.03045
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_21_878.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_21_878.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_21_878.jpg,0,0,0,27.86117
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_21_945.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_21_945.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_21_945.jpg,0,0,0,27.63713
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_22_013.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_22_013.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_22_013.jpg,0,0,0,27.4703
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_22_085.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_22_085.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_22_085.jpg,-0.1,0,0,27.30155
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_22_154.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_22_154.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_22_154.jpg,-0.3,0,0,27.03373
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_22_222.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_22_222.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_22_222.jpg,-0.45,0,0,26.78227
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_22_290.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_22_290.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_22_290.jpg,0,0,0,26.50715
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_22_360.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_22_360.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_22_360.jpg,0,0,0,26.34127
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_22_429.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_22_429.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_22_429.jpg,0,0,0,26.12727
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_22_498.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_22_498.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_22_498.jpg,0,0,0,25.96916
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_22_568.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_22_568.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_22_568.jpg,0,0,0,25.76017
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_22_640.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_22_640.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_22_640.jpg,-0.1,0.0192858,0,25.60227
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_22_707.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_22_707.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_22_707.jpg,-0.3,0.2592009,0,25.47621
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_22_775.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_22_775.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_22_775.jpg,-0.45,0.4451058,0,25.48935
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_22_843.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_22_843.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_22_843.jpg,0,0.6290121,0,25.62778
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_22_916.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_22_916.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_22_916.jpg,0,0.5878006,0,26.04953
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_22_983.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_22_983.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_22_983.jpg,0,0.4056643,0,26.25751
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_23_050.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_23_050.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_23_050.jpg,0,0.1643296,0,26.3288
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_23_118.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_23_118.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_23_118.jpg,0,0,0,26.22927
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_23_191.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_23_191.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_23_191.jpg,0,0,0,26.01692
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_23_258.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_23_258.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_23_258.jpg,0,0.041229,0,25.85964
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_23_329.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_23_329.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_23_329.jpg,0,0.2924118,0,25.81287
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_23_402.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_23_402.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_23_402.jpg,0,0.4734867,0,25.92957
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_23_471.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_23_471.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_23_471.jpg,-0.2,0.7193066,0,26.2721
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_23_541.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_23_541.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_23_541.jpg,-0.35,0.8878821,0,26.63047
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_23_613.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_23_613.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_23_613.jpg,0,1,0,27.27977
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_23_686.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_23_686.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_23_686.jpg,0,1,0,28.01937
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_23_759.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_23_759.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_23_759.jpg,0,1,0,28.57494
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_23_826.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_23_826.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_23_826.jpg,0,1,0,29.3119
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_23_899.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_23_899.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_23_899.jpg,0,1,0,29.86103
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_23_972.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_23_972.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_23_972.jpg,0,1,0,30.18993
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_24_042.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_24_042.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_24_042.jpg,0,1,0,30.19031
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_24_110.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_24_110.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_24_110.jpg,-0.1,1,0,30.18776
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_24_178.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_24_178.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_24_178.jpg,-0.25,1,0,30.175
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_24_250.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_24_250.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_24_250.jpg,0,1,0,30.19009
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_24_317.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_24_317.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_24_317.jpg,0,1,0,30.18954
F:\Virtual_Car\myData\IMG\center_2022_03_14_18_01_24_386.jpg,F:\Virtual_Car\myData\IMG\left_2022_03_14_18_01_24_386.jpg,F:\Virtual_Car\myData\IMG\right_2022_03_14_18_01_24_386.jpg,0,1,0,30.19064
